object_id,redshift,distance_modulus,distance_modulus_err
2001ah,0.05837,36.9802,0.215566
2001ah,0.05837,37.146,0.252804
LSQ13crf,0.05934,36.3001,0.617516
SN2017cjv,0.06079,37.032,0.17759
2008bz,0.0613,37.1631,0.123921
2008bz,0.0613,37.1925,0.16057
SN2016hhv,0.06067,37.1383,0.198009
2008go,0.06116,36.9608,0.196145
2008go,0.06116,36.9691,0.141986
2006oa,0.06142,37.0747,0.183316
1992bs,0.0637,37.3517,0.206518
SN2016aqb,0.06419,37.0197,0.155855
PS16bnz,0.06398,37.0786,0.154429
2007ae,0.06485,37.0851,0.153034
PS15cms,0.06603,37.3617,0.203312
6057,0.06652,37.1627,0.296189
SN2016ixf,0.06723,37.4237,0.194412
AT2016aj,0.06731,37.2344,0.203006
PS15bjg,0.06758,37.4935,0.190499
CSS160129,0.06841,37.2381,0.191221
2006al,0.06908,37.4213,0.159324
PTSS17-niq,0.0691,37.2817,0.174144
1993B,0.07076,37.2944,0.277681
2008Y,0.07028,37.2961,0.226908
2008Y,0.07028,37.2775,0.212322
PS17yt,0.07046,37.4787,0.176182
PS16em,0.07113,37.4814,0.447068
2006on,0.07068,37.4543,0.24781
470043,0.07061,37.7291,0.501827
ATLAS16bwu,0.07074,37.3712,0.228257
PS15bdr,0.07094,37.3552,0.196012
PS15bwh,0.07149,37.2494,0.16107
370566,0.07134,37.4155,0.208957
PS15mt,0.07193,37.5618,0.180815
2007jd,0.07196,37.6319,0.199695
PS15atx,0.07301,37.6225,0.304764
Gaia16aki,0.07398,37.5535,0.176502
1992ae,0.07478,37.4346,0.222054
PS17bii,0.07467,37.4501,0.192118
7876,0.0749,37.4763,0.179761
2005ir,0.0749,37.5656,0.154994
2010hs,0.07514,37.8142,0.289148
AT2016gsu,0.07529,37.5461,0.217171
370333,0.07557,37.6342,0.198325
PS15bif,0.07855,37.5715,0.150392
Gaia16acv,0.07833,37.8315,0.146078
17186,0.07849,38.0154,0.239252
2007hx,0.07849,38.0942,0.180119
560033,0.07869,37.5988,0.503338
12779,0.07891,37.7843,0.238199
PS15bzz,0.07901,37.53,0.147217
350316,0.07966,37.6003,0.157805
2005ag,0.08024,37.6668,0.119289
12950,0.08141,37.7215,0.219648
130308,0.08221,37.8192,0.217606
12898,0.08255,37.6774,0.265638
12781,0.08282,37.9939,0.195118
SN2016glp,0.08366,37.9686,0.221594
3592,0.08544,37.8406,0.128563
SN2016grz,0.08656,37.8484,0.21681
1241,0.08848,37.7772,0.253181
590194,0.09015,37.9202,0.21704
370066,0.09066,38.0269,0.167553
300105,0.09181,38.1602,0.266341
iPTF17dz,0.09284,38.2226,0.493293
010010,0.09968,38.4377,0.194713
160099,0.10142,38.2982,0.165557
000190,0.10237,38.4085,0.187412
140181,0.10231,38.2511,0.199553
100405,0.10298,38.1815,0.18625
13135,0.10338,38.3338,0.12638
20064,0.10351,38.2079,0.196456
13038,0.10485,38.4295,0.236183
18697,0.10638,38.2611,0.195537
20625,0.10684,38.4624,0.151122
3256,0.10694,38.4295,0.210466
120225,0.10728,38.7801,0.468541
21034,0.10751,38.4984,0.180059
500038,0.1081,38.4017,0.187108
7147,0.10886,38.4016,0.133183
020027,0.10988,38.5701,0.179741
18650,0.11243,38.6214,0.163201
18612,0.11365,38.3876,0.194923
8719,0.11628,38.5408,0.159897
5395,0.11635,38.6302,0.185742
2561,0.11741,38.5727,0.239635
16259,0.11771,38.6088,0.214419
1371,0.11797,38.4157,0.127058
000137,0.11878,38.5629,0.212381
5549,0.11992,38.5958,0.200195
12860,0.12042,38.7926,0.252257
490008,0.12067,38.6348,0.302627
19953,0.1219,38.5945,0.157915
390259,0.12208,38.6119,0.231142
18835,0.12262,38.6853,0.144584
2916,0.12303,38.5967,0.274641
16021,0.12336,38.6164,0.162163
13894,0.12356,38.8009,0.333367
570062,0.12363,38.8242,0.150324
6406,0.12377,38.6504,0.145797
19543,0.12384,38.835,0.221531
13044,0.12455,38.7616,0.12587
15459,0.12542,39.1417,0.298944
2992,0.12608,38.4956,0.293348
16069,0.12688,38.8125,0.259679
744,0.12694,38.6849,0.280884
14871,0.12705,38.7429,0.159508
18855,0.12716,38.7841,0.176913
22075,0.129,38.7547,0.150979
1032,0.12904,38.8403,0.212795
5751,0.12929,38.833,0.250442
18415,0.1294,38.8429,0.142748
18809,0.13153,38.802,0.134576
151034,0.13269,38.7841,0.122177
1334084,0.13349,38.8266,0.283718
15508,0.13353,38.8434,0.157696
14108,0.13463,39.2366,0.199357
15234,0.13514,39.0775,0.31333
000014,0.13599,38.9771,0.206627
17629,0.1364,38.8475,0.195569
19775,0.13687,39.0095,0.224296
18602,0.13696,38.9616,0.259136
21062,0.13729,39.3511,0.230391
17366,0.13811,38.8857,0.128482
15171,0.13818,38.9503,0.15974
190340,0.13824,39.0229,0.12425
20084,0.13834,39.0401,0.319084
12928,0.13868,38.9999,0.176022
190230,0.13864,39.0467,0.130742
090275,0.13959,39.0213,0.145767
1794,0.1407,39.1775,0.184019
17208,0.14084,39.2835,0.203514
340229,0.14108,39.0407,0.212429
1317666,0.1412,39.1237,0.260864
2635,0.14311,39.047,0.160602
17568,0.14335,39.5154,0.37065
190260,0.14344,39.1135,0.129494
17497,0.14388,39.0756,0.170594
8921,0.1441,39.016,0.24096
17605,0.14533,39.1518,0.210163
1296657,0.14624,39.1857,0.207408
440008,0.14656,39.158,0.187578
1316385,0.14741,39.0154,0.197495
13796,0.14729,38.9672,0.171803
14024,0.14759,39.134,0.188785
180166,0.14757,39.161,0.170177
1293758,0.14812,39.2285,0.184985
14437,0.14792,39.0382,0.157931
1255502,0.14819,39.0239,0.142683
13736,0.14882,39.1606,0.17494
2308,0.14923,39.1104,0.175216
000038,0.15036,39.1058,0.170038
460003,0.15067,39.1687,0.134119
2031,0.15186,39.0477,0.158769
18323,0.15272,39.3239,0.173198
15132,0.15304,39.2175,0.127754
18740,0.15317,39.0991,0.159928
19353,0.15325,39.2564,0.179373
16073,0.15339,39.3639,0.175468
5550,0.15493,39.2076,0.167881
16116,0.15509,39.278,0.157843
18030,0.15518,39.3994,0.175858
19940,0.15591,38.9704,0.179204
13354,0.15654,39.2087,0.210288
16206,0.15838,39.0794,0.163715
440042,0.15906,39.4267,0.283686
14782,0.15922,38.9503,0.143914
15425,0.15935,39.0908,0.143045
1299775,0.16009,39.0428,0.270648
3317,0.15991,39.2286,0.167715
2689,0.16036,39.2057,0.217053
390627,0.16045,39.4242,0.26036
5103,0.1606,39.2162,0.20927
120336,0.16134,39.3106,0.246322
17825,0.1622,39.3252,0.224064
19174,0.16357,39.2807,0.200998
3087,0.16431,39.2634,0.199319
19616,0.16455,39.3293,0.139452
20764,0.16478,39.3182,0.150918
20430,0.16593,39.4938,0.241887
12843,0.16595,39.1817,0.193496
12853,0.16817,39.2757,0.165826
350233,0.16935,39.5155,0.182871
17389,0.1696,39.6721,0.274897
12856,0.17029,39.4742,0.132684
590005,0.17137,39.5424,0.275502
310039,0.17156,39.4603,0.214715
19282,0.17239,39.5021,0.177409
1303279,0.17274,39.2676,0.152344
100090,0.17282,39.7263,0.252568
3080,0.17315,39.3871,0.131849
15897,0.17357,39.5403,0.18318
120143,0.1736,39.3493,0.151501
15648,0.17383,39.5986,0.318528
14421,0.174,39.5734,0.137128
16165,0.17405,39.3317,0.154309
5350,0.17431,39.5053,0.183971
15583,0.17427,39.5546,0.230974
19969,0.17428,39.4849,0.162645
18604,0.17483,39.7434,0.182014
14979,0.17654,39.5164,0.135467
17218,0.17697,39.5095,0.175623
14451,0.17729,39.4771,0.138264
17220,0.17769,39.3394,0.257355
370428,0.1778,39.6477,0.131546
5635,0.17839,39.9669,0.207864
6936,0.1789,39.641,0.157339
300179,0.17896,39.7672,0.201468
13045,0.17916,39.5355,0.229828
1347120,0.17955,39.5509,0.280575
2372,0.17959,39.5519,0.174634
1303496,0.17979,39.5962,0.208929
13254,0.1799,39.9979,0.268081
14284,0.18037,39.3688,0.13762
420159,0.18059,39.5035,0.133745
330023,0.18064,39.7166,0.179158
350548,0.18067,39.6391,0.133983
360112,0.18071,39.6151,0.246207
17215,0.1808,39.6213,0.207991
370595,0.18138,39.6585,0.225961
15443,0.18123,39.4868,0.134057
1339392,0.18148,39.3953,0.235174
17332,0.18203,39.5863,0.201062
1580,0.18216,39.5259,0.149858
1250017,0.18217,39.6885,0.152439
15453,0.18243,39.7821,0.177319
17391,0.18345,39.5995,0.294191
1257695,0.18383,39.68,0.151568
17168,0.18376,39.752,0.19743
20048,0.18388,39.796,0.218377
1296321,0.18444,39.9384,0.282465
15421,0.18443,39.7891,0.142656
8213,0.18468,39.6548,0.27682
15461,0.18482,39.613,0.134864
1336453,0.18492,39.7435,0.159325
6422,0.18501,39.6347,0.160441
16281,0.18507,39.5427,0.172189
370563,0.18538,39.7882,0.139358
15365,0.18651,39.7559,0.144508
18807,0.18714,39.7694,0.13671
5994,0.18801,39.7451,0.191467
12927,0.18892,39.4384,0.149571
16100,0.18893,39.8089,0.256269
1273127,0.18937,39.9359,0.228953
18787,0.18915,40.1408,0.200523
18749,0.18931,39.7413,0.209197
440643,0.18955,39.7624,0.238646
6304,0.18979,39.7286,0.224725
762,0.19009,39.8807,0.15799
20687,0.19026,39.6892,0.294972
2440,0.1903,39.9182,0.154841
16276,0.19397,39.7983,0.218857
2246,0.19422,39.8787,0.222002
20821,0.19534,40.1343,0.403955
1253920,0.19556,39.7111,0.156617
14984,0.19549,39.9082,0.195934
15674,0.19555,39.958,0.212325
000236,0.19602,39.7288,0.124812
15129,0.19611,39.7747,0.157962
1298893,0.19616,39.8397,0.254651
1334620,0.19624,39.8927,0.29342
13070,0.19719,39.8018,0.14158
18804,0.19726,39.6932,0.130873
1302058,0.19786,39.492,0.189171
15222,0.19801,39.7561,0.182544
1316431,0.19815,39.8879,0.174409
13370,0.19846,40.3246,0.238597
360145,0.1986,39.8881,0.211487
19658,0.19863,39.889,0.174502
18768,0.19892,40.0216,0.217638
110460,0.19956,39.8511,0.254227
500504,0.19948,39.6764,0.246154
560150,0.19957,39.8965,0.17155
19101,0.20062,39.6837,0.194976
470232,0.20068,39.9838,0.252956
370308,0.20074,39.7672,0.316127
590002,0.20139,39.8575,0.216953
13152,0.20216,39.6184,0.198124
19913,0.20237,39.9949,0.159703
6780,0.20268,39.8373,0.184965
14212,0.20308,39.9658,0.146626
15203,0.20314,39.8822,0.166845
16032,0.20318,39.9277,0.173799
7243,0.20323,39.9335,0.216127
15901,0.20368,39.9041,0.171481
18965,0.20454,39.8809,0.160012
110033,0.20471,39.8427,0.202322
17801,0.20515,40.1661,0.227714
15872,0.20549,39.8126,0.174944
1327978,0.20699,39.9225,0.279831
15201,0.20736,40.316,0.333666
1283373,0.20754,40.0725,0.148972
20376,0.20831,39.7299,0.272182
15467,0.20847,39.8758,0.146778
200132,0.20856,40.1034,0.239508
15259,0.20857,39.8639,0.197696
140152,0.20864,39.8798,0.15965
16482,0.20937,39.8413,0.262138
550154,0.21003,40.1479,0.148877
19149,0.21023,39.4543,0.186032
460105,0.21071,39.9632,0.223017
14157,0.21083,39.806,0.155718
18940,0.21099,39.9552,0.163264
1257366,0.21137,40.1415,0.266119
7847,0.2116,39.9676,0.230498
17811,0.21186,39.9136,0.194498
18927,0.21214,39.9374,0.243726
13305,0.21339,40.0218,0.16528
8495,0.21353,40.0084,0.19033
6933,0.21383,39.8874,0.197488
110567,0.21442,40.0179,0.298904
1249851,0.21511,39.8825,0.477887
14019,0.21513,40.4641,0.22943
1316,0.21566,40.2253,0.258716
100206,0.21653,39.8253,0.141535
17435,0.21674,40.0672,0.190384
7473,0.21677,40.0932,0.185301
20364,0.21729,40.1395,0.269611
13641,0.21781,39.9942,0.174837
1290816,0.21848,40.2216,0.204417
1304678,0.21884,40.1416,0.247596
9467,0.21885,40.1925,0.240729
5533,0.21887,40.1292,0.218822
1342255,0.21886,40.0296,0.130815
1302187,0.21943,40.0048,0.208962
15433,0.21935,40.1098,0.160031
000220,0.21982,40.0616,0.124319
18466,0.21967,40.0882,0.173376
14331,0.21976,40.2387,0.220195
19230,0.22005,39.9228,0.242946
7512,0.22055,40.1876,0.225274
15354,0.22069,40.0798,0.266821
370098,0.22141,40.0441,0.143254
480464,0.22141,40.0588,0.204756
1331123,0.22157,40.1937,0.166162
13025,0.22287,40.3257,0.281229
14846,0.22335,40.1511,0.167278
330083,0.22373,40.0162,0.172818
1304442,0.22451,40.1293,0.19721
550096,0.22451,39.9449,0.245775
1292560,0.22482,40.1126,0.160616
030066,0.22552,40.1491,0.174035
13727,0.22534,40.1329,0.188923
15229,0.22536,40.1856,0.197444
020096,0.22563,39.9865,0.175963
19992,0.22632,40.3912,0.201078
1315192,0.22714,40.097,0.228488
1315259,0.22806,40.2236,0.183395
180561,0.22853,40.1604,0.308241
13072,0.22917,40.2229,0.202405
3452,0.22967,40.1351,0.188066
21033,0.23006,40.1283,0.227444
000006,0.23044,40.3062,0.260109
040780,0.23066,40.0717,0.296847
19008,0.23075,40.1049,0.204707
360140,0.23083,40.2958,0.226289
17875,0.23111,40.3169,0.189753
430004,0.2315,40.201,0.226906
1302648,0.23171,40.0875,0.237265
1275946,0.23212,40.2045,0.159507
15369,0.23269,39.8341,0.180906
1292336,0.23356,40.1857,0.255059
350047,0.23364,40.4148,0.19637
1336687,0.23381,40.1788,0.292139
12971,0.23381,40.1389,0.214099
110536,0.23475,40.1912,0.32799
1279500,0.23471,40.2784,0.167703
1319366,0.23483,40.158,0.183242
1298281,0.23508,40.1629,0.275154
19341,0.23543,40.2336,0.214202
15287,0.2363,40.3805,0.155735
310574,0.23649,40.2636,0.156727
13511,0.23653,40.4674,0.193131
12881,0.23671,40.119,0.236651
16350,0.23684,40.2279,0.210237
1317277,0.23711,40.2245,0.203948
20768,0.23735,40.7365,0.305716
17884,0.23776,40.2317,0.172272
470008,0.23954,39.9059,0.208409
18486,0.23971,40.13,0.180786
510251,0.24004,40.3847,0.264226
580300,0.24072,40.4016,0.166736
510550,0.24106,40.3291,0.130654
460064,0.24153,40.1214,0.184136
17223,0.24151,40.172,0.261675
14481,0.24207,40.564,0.221356
20111,0.24267,40.4217,0.219858
480064,0.24271,40.5734,0.259119
20088,0.24316,40.2516,0.143114
13506,0.24341,40.538,0.306318
19023,0.24405,40.2956,0.242814
15466,0.24436,40.2064,0.221704
3377,0.24449,40.1263,0.186144
000174,0.24497,40.3336,0.209543
420407,0.24512,40.4957,0.181643
20039,0.24539,40.3582,0.219468
000010,0.24594,40.4318,0.167359
13835,0.24604,40.3473,0.149416
15219,0.24637,40.378,0.17135
12977,0.24643,40.2829,0.214739
05D3mq,0.24649,40.3907,0.15515
1334645,0.24701,40.1983,0.137434
3451,0.24835,40.203,0.17717
420087,0.24848,40.4912,0.215929
450082,0.24848,40.4276,0.195634
560152,0.24851,40.3657,0.261564
15161,0.24853,40.3256,0.178325
19990,0.24883,40.427,0.180619
120585,0.24899,40.3167,0.167358
3199,0.24961,40.6733,0.220606
16106,0.24973,40.2961,0.206796
15868,0.24974,40.3915,0.163714
520077,0.25004,40.5965,0.224495
390449,0.25008,40.3764,0.218218
13689,0.2503,40.4145,0.179616
5717,0.25037,40.5692,0.188725
500004,0.25052,40.3009,0.188277
16213,0.25077,40.3873,0.202604
17552,0.25191,40.4698,0.207347
310161,0.25247,40.4622,0.166497
9032,0.25249,40.4066,0.259149
000034,0.25319,40.3688,0.15705
17464,0.25345,40.0303,0.262822
5736,0.25394,40.4546,0.167762
1336480,0.25605,40.6458,0.194176
1112,0.25609,40.5593,0.271675
17340,0.25625,40.3729,0.207312
9457,0.25672,40.5023,0.251739
19207,0.25721,40.5776,0.249962
18325,0.25723,40.4941,0.193606
8046,0.2576,40.6088,0.22531
6108,0.258,40.528,0.231214
550041,0.25847,40.4663,0.209281
1297026,0.25855,40.51,0.149785
1303883,0.25911,40.5418,0.163699
1289664,0.25908,40.2879,0.178603
1335694,0.25912,40.4255,0.162943
12972,0.25935,40.5238,0.233841
1330426,0.25954,40.442,0.169977
020176,0.26051,40.5033,0.171288
370498,0.26086,40.6128,0.185932
15440,0.2613,40.447,0.207526
1337649,0.26151,40.4182,0.225542
2017,0.26162,40.6874,0.258941
19702,0.26162,40.681,0.233293
1253,0.26166,40.392,0.226027
13655,0.26173,40.6935,0.249126
18945,0.26187,40.7216,0.216893
13956,0.2629,41.2641,0.514634
520019,0.26309,40.6388,0.170092
04D3ez,0.26348,40.3997,0.177345
350235,0.26384,40.5588,0.167704
330022,0.26386,40.3035,0.205843
12983,0.26395,40.6342,0.381046
2943,0.26405,40.5074,0.238455
110478,0.26462,40.5153,0.197965
13099,0.26451,40.6719,0.256474
2422,0.2657,40.6087,0.219728
6315,0.26576,40.3244,0.206109
1334087,0.26629,40.2901,0.264978
18463,0.26687,40.5463,0.204902
1309288,0.26794,40.5103,0.202065
520023,0.26804,40.4623,0.232043
530037,0.2685,40.579,0.191142
06D3fp,0.26848,40.4553,0.240404
14298,0.26879,40.6039,0.217156
510638,0.27006,40.6363,0.197002
19002,0.2701,40.5089,0.164866
310051,0.27045,40.5139,0.20931
160039,0.27085,40.4887,0.166124
380378,0.27129,40.5677,0.123404
1292332,0.27265,40.5415,0.173203
15356,0.2734,40.4721,0.208686
420258,0.27444,40.7399,0.293068
100213,0.27511,40.7769,0.239421
150254,0.27508,40.5286,0.241865
20227,0.27574,40.6631,0.213576
19051,0.27619,40.6749,0.180061
4000,0.27656,40.8504,0.272235
4046,0.27764,40.6186,0.24474
1297465,0.27784,40.9187,0.17803
5957,0.27924,40.7037,0.164335
6196,0.2798,40.5056,0.19932
040201,0.27987,40.5664,0.153331
520188,0.28049,40.6663,0.153096
18485,0.28122,40.6224,0.174763
1317286,0.28198,40.5986,0.166629
06D3dt,0.28256,40.744,0.297355
15584,0.28333,40.6596,0.184378
310238,0.28395,40.5735,0.154134
14261,0.28436,40.5431,0.186562
16072,0.28434,40.6919,0.20709
17791,0.28468,41.1135,0.351325
440050,0.28547,40.7046,0.185989
350080,0.28577,40.671,0.173206
20040,0.28655,40.6389,0.217509
20245,0.28723,40.5691,0.250397
17809,0.28746,40.5379,0.238886
19128,0.28763,40.8753,0.227224
1334644,0.28806,40.7075,0.188011
1313594,0.28835,40.749,0.137848
091869,0.28843,40.7458,0.165419
2165,0.28882,40.9433,0.226038
2789,0.2889,40.7428,0.228497
1334597,0.28896,40.6763,0.168052
1310395,0.28899,40.702,0.277224
350180,0.28952,40.9765,0.256114
1289288,0.29001,40.7393,0.271437
570056,0.28998,40.7298,0.234493
19596,0.29036,40.7861,0.23085
19027,0.29114,40.484,0.219145
1291090,0.29199,40.7606,0.177707
1263715,0.29186,40.7653,0.172199
12841,0.29208,40.7505,0.483728
390264,0.29208,40.4229,0.292471
21006,0.29241,40.6378,0.228825
420414,0.29246,40.6952,0.224836
150509,0.2928,40.7458,0.174302
130755,0.29291,40.8268,0.203556
6249,0.29354,40.857,0.204834
1303004,0.29496,40.762,0.173778
19794,0.29568,41.0209,0.307913
580270,0.29576,40.9989,0.165779
1119,0.29639,40.9938,0.366054
13610,0.29683,40.6595,0.202621
1293319,0.29687,40.7505,0.210501
420196,0.29842,41.2705,0.232731
570025,0.29845,40.6539,0.272883
6137,0.29888,40.9195,0.25505
10550,0.29923,41.0113,0.341681
120444,0.29947,41.0213,0.195981
14735,0.29936,40.7335,0.186464
170428,0.30007,40.9837,0.198158
5391,0.30022,40.8795,0.247188
350078,0.30078,41.1729,0.294726
350192,0.3015,40.8585,0.191702
570022,0.30141,41.1086,0.206046
460037,0.30254,40.8894,0.22475
1339002,0.30296,40.8204,0.274703
150457,0.30339,40.9204,0.142521
7143,0.30354,41.0778,0.197526
1287626,0.30396,40.719,0.22209
19818,0.30395,40.7052,0.182517
1335717,0.30478,41.0411,0.242802
1259412,0.30477,40.9018,0.140115
12883,0.30519,40.5924,0.306711
350630,0.30525,40.9054,0.133839
440005,0.30551,41.0041,0.226225
350027,0.30568,40.9451,0.165493
560087,0.30641,40.8959,0.201565
340334,0.30668,41.16,0.239095
1281668,0.30697,40.9573,0.150058
520062,0.30805,41.2018,0.139651
5966,0.30822,40.9533,0.254065
1319821,0.30881,40.9954,0.152417
6699,0.30915,41.046,0.250639
5844,0.3093,40.9757,0.270379
16211,0.30939,41.0177,0.300429
21042,0.30955,40.72,0.257177
1300516,0.31043,40.6197,0.336421
15213,0.31053,40.9962,0.221391
500100,0.31077,41.046,0.182638
000420,0.31152,41.0123,0.141744
1338128,0.31185,41.0377,0.210925
1337838,0.31195,40.9503,0.160446
1263369,0.31252,40.9565,0.149709
1294743,0.31258,41.0352,0.279475
20142,0.31259,40.6239,0.2062
1283878,0.31287,41.0195,0.203499
1341894,0.31294,41.0061,0.176794
19632,0.31377,41.0228,0.214434
530112,0.31444,41.1251,0.155711
15383,0.31495,41.0194,0.227804
6649,0.31509,40.8837,0.219964
110716,0.31577,41.2033,0.233304
15776,0.31582,40.933,0.227638
6100,0.31613,41.1979,0.274091
100163,0.31773,41.0738,0.195921
1345553,0.31795,41.0772,0.167213
080646,0.31813,41.0199,0.153489
550059,0.31839,41.3345,0.327925
310188,0.31893,41.141,0.177674
440509,0.31892,40.8941,0.203876
170078,0.32089,41.2315,0.207296
330128,0.32095,40.9546,0.156373
1266657,0.32108,41.1921,0.293444
120085,0.32214,40.7271,0.199265
580104,0.32214,40.8628,0.158186
1261579,0.32214,40.8774,0.138773
7475,0.32265,40.9316,0.211904
05D2ab,0.32454,41.0699,0.126468
050291,0.32535,41.2273,0.193265
500301,0.3255,41.2625,0.255286
18617,0.3257,41.1639,0.271274
1305626,0.32573,41.0478,0.141716
1308326,0.32622,41.0504,0.157201
14456,0.32794,41.0002,0.171833
050303,0.32829,41.3079,0.308428
530219,0.32838,41.351,0.278699
430003,0.32843,40.934,0.295651
1337687,0.3287,41.0716,0.150485
1306073,0.32859,41.1,0.144172
6924,0.3286,40.9276,0.222195
1316465,0.3291,41.0566,0.165152
13934,0.32931,41.4109,0.310571
540163,0.32943,41.2391,0.162498
1301933,0.3296,41.1031,0.114803
13830,0.32985,40.8444,0.209813
120369,0.33055,41.2306,0.131607
1338675,0.33048,41.1674,0.214426
4241,0.33052,41.1689,0.23109
480184,0.3308,41.1586,0.239453
370394,0.3308,40.996,0.212048
03D1fc,0.33094,41.0098,0.137116
580235,0.33154,41.0301,0.218692
20106,0.33137,41.2335,0.285481
370344,0.33155,41.1012,0.166036
470041,0.33179,41.0149,0.143999
1306141,0.3324,40.977,0.159233
130862,0.3329,41.3299,0.201675
1309492,0.33353,41.0025,0.141896
1346956,0.33353,41.0366,0.176123
16093,0.33439,41.1204,0.23572
500511,0.3349,41.0251,0.171864
1346966,0.33513,41.0242,0.177927
1314897,0.33663,41.0367,0.18424
470015,0.33752,41.1678,0.278653
040782,0.33739,41.0098,0.23724
04D3kr,0.33753,41.1477,0.176101
1300912,0.3378,41.1537,0.233862
380318,0.33825,41.145,0.211242
580276,0.33851,41.1131,0.200412
1343337,0.339,41.0555,0.356511
04D3nh,0.34051,41.1737,0.192422
320258,0.3409,41.0587,0.1943
2533,0.34101,41.0641,0.255103
1336009,0.34176,41.2122,0.321008
1346387,0.34448,41.3081,0.152468
350606,0.3445,41.2914,0.299203
1329312,0.34479,41.2333,0.171671
470110,0.34547,41.2033,0.23021
03D1bp,0.34594,41.3318,0.136683
310090,0.34686,41.4163,0.370346
050301,0.34704,41.1174,0.244272
330089,0.34872,41.3721,0.218415
160198,0.34899,41.2499,0.158604
1258906,0.34918,41.282,0.206036
070955,0.3492,41.1406,0.157954
380279,0.34946,41.2033,0.168604
04D2mc,0.34957,41.005,0.226318
05D2ie,0.34956,41.3756,0.171432
440185,0.34952,41.1526,0.205831
20186,0.34957,41.4873,0.287684
1248677,0.35017,41.1867,0.147015
000196,0.35066,41.2342,0.163121
050296,0.35087,41.2532,0.161378
05D2hc,0.35157,41.4798,0.209505
120400,0.35156,41.3343,0.138963
160197,0.35361,41.3657,0.191944
05D2mp,0.35527,41.4647,0.223042
1688,0.35767,41.3574,0.291964
1334423,0.35791,41.3539,0.215252
04D3fk,0.35833,41.2423,0.215992
04D2fs,0.35858,41.1484,0.288995
1280217,0.35901,41.1532,0.305677
160070,0.35897,41.4429,0.171109
1307830,0.35949,41.4213,0.15447
050293,0.36005,41.187,0.191161
160126,0.36023,41.0791,0.230289
470244,0.36081,41.4328,0.197529
420417,0.36138,41.1159,0.288022
1294014,0.36272,41.2452,0.209997
1346137,0.36326,41.364,0.215101
560121,0.36491,41.4626,0.291566
100358,0.36613,41.136,0.226225
190209,0.36648,41.2327,0.155657
1308582,0.36705,41.2088,0.151911
350083,0.3678,41.2627,0.165575
04D1hd,0.36791,41.4699,0.158375
1343533,0.36844,41.5479,0.336428
1283936,0.36862,41.463,0.345551
15704,0.36952,41.4498,0.244353
18091,0.36977,41.2185,0.255045
510578,0.37012,41.3794,0.188778
04D2cf,0.37059,41.3759,0.163241
05D4bm,0.37051,41.3833,0.160025
13136,0.37046,41.6395,0.256631
05D3jr,0.37053,41.273,0.282407
390471,0.37053,41.0698,0.135854
320469,0.37087,41.4098,0.39052
1291957,0.37143,41.334,0.168104
000199,0.3716,41.3842,0.116639
05D4fo,0.3715,41.4289,0.165418
05D4cw,0.37351,41.3114,0.133039
16232,0.37426,41.4722,0.234786
1299643,0.37678,41.4155,0.15471
1282736,0.37798,41.3598,0.223183
590031,0.37859,41.4271,0.182401
7779,0.37986,41.2959,0.219919
320099,0.37989,41.4154,0.163795
500057,0.38052,41.4614,0.188044
110425,0.38083,41.4511,0.201434
1299785,0.38131,41.4549,0.20413
000011,0.3816,41.6775,0.218983
040150,0.38174,41.5615,0.198898
580275,0.3825,41.3726,0.265174
1343401,0.38284,41.3678,0.206585
1281886,0.38394,41.5182,0.20184
360139,0.38594,41.5217,0.152114
1338170,0.38677,41.3791,0.270807
550218,0.38735,41.5567,0.273474
050251,0.38772,41.6302,0.283892
420352,0.38886,41.383,0.199578
1290779,0.38951,41.544,0.192176
120086,0.39262,41.4742,0.237288
1291794,0.39512,41.4677,0.203648
1296273,0.39698,41.259,0.168535
1333438,0.39946,41.7119,0.28782
05D4ff,0.40048,41.4918,0.158339
110734,0.40212,41.4795,0.199524
580312,0.40286,41.5478,0.290402
1329615,0.40361,41.616,0.213828
06D3ed,0.40454,41.6747,0.166047
350050,0.40472,41.3373,0.202033
05D4dt,0.40547,41.7807,0.135518
1308314,0.40648,41.6914,0.168815
1341370,0.409,41.7002,0.240024
1306390,0.40911,41.7405,0.363654
450339,0.40927,41.7061,0.274957
06D4cq,0.40947,41.6784,0.172193
020090,0.40995,41.6836,0.279968
1307277,0.41114,41.662,0.318089
530251,0.41131,41.8335,0.242677
520071,0.41152,41.8131,0.149106
1315296,0.41258,41.7893,0.330128
04D2fp,0.41664,41.7295,0.149208
05D2dw,0.41864,41.6174,0.202099
440162,0.41927,41.6863,0.192599
550137,0.41931,41.4604,0.22264
1289600,0.41962,41.8662,0.224621
05D3cf,0.41956,41.7981,0.235757
1340454,0.41997,41.4394,0.294415
550202,0.42027,41.8343,0.344188
1306626,0.4209,41.6178,0.17643
110430,0.42085,41.728,0.250117
1306991,0.42199,41.5336,0.270821
04D4gg,0.42245,41.6483,0.231707
1345594,0.42242,41.6796,0.275449
490037,0.42355,41.5955,0.186465
160200,0.42349,41.8403,0.400817
1302523,0.42392,41.7264,0.13417
1312274,0.42451,41.7483,0.195831
1295027,0.42562,41.7039,0.195468
1258940,0.42594,41.7517,0.175449
050003,0.42689,41.813,0.229539
110542,0.42694,41.8348,0.198324
110719,0.42784,42.2757,0.23861
05D2cb,0.42865,41.8825,0.403543
440236,0.42888,41.6443,0.193398
1306029,0.42895,41.8266,0.250757
